	Cruise	position	Station	Type	Date	Time	Latitude	Longitude	cast	Niskin	Cast_Type	depth	Pressure	Density00	Density11	Sal11	SoundVel	SoundVel1	Oxygen_uM	Oxygen_V	Temperature	Conductivity	Conductivity1	BeamT	BeamAt	Fluorescence	Turbidity	UVP5	POC	PON	TOC	TOC_QF	TOC_sd	DOC	DOC_QF	DOC_sd	TN	TN_QF	TN_sd	TDN	TDN_QF	TDN_sd	NH4	NH4_sd	PO4	PO4_sd	SiO4	SiO4_sd	N_N	N_N_sd	NO2	NO2_sd	O2_Winkler	O2_Winkler_sd	Chl_a_Fluor	Phaeo_Fluor	T_a_Fluor	TChl_a	TChl_b	TChl_c	Alpha_beta_Car	But_fuco	Hex_fuco	Allo	Diadino	Diato	Fuco	Perid	Zea	MV_Chl_a	DV_Chl_a	Chlide_a	MV_Chl_b	DV_Chl_b	Chl_c2	Chl_c3	Lut	Neo	Viola	Phytin_a	Phide_a	Pras	Gyro	TChl	PPC	PSC	PSP	TCar	TAcc	TPg	DP	TAcc_Tchla	PSC_TCar	PPC_TCar	TChl_TCar	PPC_Tpg	PSP_TPg	TChla_TPg	BactProd	BactProd_QF	BactProd_sd	BactAbund	BactAbund_QF	BactAbund_sd	PhytoC	NPP	Pro_Influx	Syn_Influx	Pico_Influx	Nano_Influx	TPhyto	Nano	Pico	TPhyto_Sytox	Nano_Sytox	Pico_Sytox	TPhyto_ROS	Nano_ROS	Pico_ROS	Z_MLD	Z_XML	N2	Eddy	Eddy_Loc	Eddy_Polarity	Eddy_Retention	Subregion	MSLA	SLA_std	DMS	EZD	EZD_Morel	Vitamins
N3S5-Ml2_S93	AT38		5	ML	9/12/17	17:00	51.72	-39.564	afternoon	ML	Microlayer	0.1																						97.4	0		7.2		0.2				0		0.16		0.86		0.38		0																																																			17.3		2.18																			N				Temperate			3.05	39.80216767	37	no
N3S5-5_S84	AT38	194	5	Cast	9/12/17	5:34	51.677	-39.507	morning	24	Deep	5	5.4	1025.4162	1025.4175	33.9547	1502.12	1502.12		2.3861	13.9322	4.075263	4.075263	95.6832		0.6496	0.1657	5.5064638																														0.398	0.061	0.085	0.025	0.026	0.104	0.005	0.026	0.002	0.027	0.02	0.054	0.386	0.009	0.003	0.061		0.043	0.042		0.007	0.01	0.003	0.003	0.009		0.544	0.112	0.177	0.721	0.289	0.435	0.833	0.297	1.09	0.61	0.39	1.88	0.13	0.87	0.48																						16.86	7.5	1.60E-04	N				Temperate			3.05	39.80216767	37	no
N3S5-25_S85	AT38	195	5	Cast	9/12/17	5:34	51.677	-39.507	morning	20	Deep	25	26.762	1025.6518	1025.6517	34.045	1501.48	1501.48		2.3756	13.598	4.054162	4.054107	96.3215		0.912	0.1629	5.5263985																														0.473	0.113	0.117	0.025	0.036	0.124	0.008	0.017		0.041	0.028	0.039	0.463	0.006	0.004	0.106	0.007	0.058	0.059		0.012	0.009	0.004	0.006	0.018		0.703	0.089	0.229	0.932	0.318	0.548	1.021	0.389	1.16	0.72	0.28	2.21	0.09	0.91	0.46									60500000	57100000	8690000	2010000													N				Temperate			3.05	39.80216767	37	no
N3S5-50_S86	AT38	196	5	Cast	9/12/17	5:34	51.677	-39.507	morning	18	Deep	50	52.957	1026.6956	1026.7118	33.8683	1479.45	1479.73		2.3831	7.419	3.457274	3.465647	96.3383		1.345	0.1616	5.5064638																														1.138	0.217	0.324	0.036	0.034	0.201	0.02	0.067	0.005	0.237	0.222	0.009	1.13		0.008	0.209	0.008	0.154	0.17	0.002	0.022	0.005	0.012	0.011	0.008	0.007	1.679	0.137	0.694	2.373	0.831	1.372	2.51	0.94	1.21	0.84	0.16	2.02	0.05	0.95	0.45									10400000	12900000	3820000	391000													N				Temperate			3.05	39.80216767	37	no
N3S5-75_S87	AT38	197	5	Cast	9/12/17	5:34	51.677	-39.507	morning	16	Deep	75	76.902	1027.2913	1027.2946	34.5925	1483.45	1483.49		2.137	8.0675	3.591718	3.59296	99.2948		0.0422	0.0982	5.5114475																																																																															38100	419000	491000	141000													N				Temperate			3.05	39.80216767	37	no
N3S5-100_S88	AT38	198	5	Cast	9/12/17	5:34	51.677	-39.507	morning	14	Deep	100	102.565	1027.5334	1027.5345	34.642	1481.83	1481.83		2.0654	7.5046	3.546798	3.546894	99.4402		-0.0019	0.1003	5.4466597																														0.013	0.002	0.004	0.001	0.001	0.002		0.001		0.004	0.002		0.013			0.002		0.002	0.002					0.003			0.019	0.002	0.009	0.028	0.011	0.017	0.03	0.011	1.33	0.79	0.21	1.68	0.08	0.92	0.43									0	450000	390000	42000													N				Temperate			3.05	39.80216767	37	no
N3S5-150	AT38	199	5	Cast	9/12/17	5:34	51.677	-39.507	morning	12	Deep	150	152.66	1027.9771	1027.98	34.5887	1475.21	1475.19		1.8977	5.6153	3.372582	3.372376	99.5238		-0.0203	0.1008	5.456627																																																																															5970000	88800000	10600000	2260000													N				Temperate			3.05	39.80216767	37	no
N3S5-200_S151	AT38	200	5	Cast	9/12/17	5:34	51.677	-39.507	morning	10	Deep	200	203.221	1028.3396	1028.3409	34.7032	1474.97	1474.97		1.863	5.317	3.357685	3.357781	99.5803		-0.0238	0.1005	5.5014801																																																																																															N				Temperate			3.05	39.80216767	37	no
N3S5-300_S91	AT38	201	5	Cast	9/12/17	5:34	51.677	-39.507	morning	8	Deep	300	303.992	1028.9669	1028.9684	34.7962	1473.74	1473.75		1.9226	4.5816	3.303993	3.304197	99.7144		-0.0219	0.0945	5.4665944						50.6		1.1				19.4		0.7	0		1.09		10.4		16.62		0		5.82	0.02																																													0.14	2	0.0333	3.2		0.24																			N				Temperate			3.05	39.80216767	37	no
N3S5-5-5_S94	AT38	186	5.5	Cast	9/13/17	10:55	52.647	-39.606	morning	24	Deep	5	5.906	1026.1289	1026.1293	34.3444	1495.73	1495.73		2.4072	11.8792	3.921481	3.921514	92.1921		2.5845	0.2183	5.5313822																																																																																												33.72	23.5	1.36E-04	N				Subpolar			3.16			no
N3S5-5-25_S95	AT38	187	5.5	Cast	9/13/17	10:55	52.647	-39.606	morning	21	Deep	25	26.192	1026.2209	1026.2208	34.3424	1496.04	1496.02		2.4006	11.8689	3.921688	3.921244	92.3576		3.2791	0.225	5.5862027						65.7		0.6				4.5		0.2	0		0.16		0.85		0.05		0																																																																								N				Subpolar			3.16			no
N3S5-5-50_S96	AT38	188	5.5	Cast	9/13/17	10:55	52.647	-39.606	morning	19	Deep	50	51.882	1027.4365	1027.4383	34.5437	1474.81	1474.8		2.1094	5.945	3.393811	3.393606	98.8182		0.2346	0.1321	5.566268						55.8		0.8				16		0.9	0		0.81		5.99		12.5		0																																																																								N				Subpolar			3.16			no
N3S5-5-75_S97	AT38	189	5.5	Cast	9/13/17	10:55	52.647	-39.606	morning	17	Deep	75	75.426	1027.7183	1027.7192	34.5867	1470.66	1470.66		2.099	4.8089	3.296048	3.296255	99.1743		0.0863	0.1173	5.5862027						54.9		1				18.5		0.5	0		0.94		8.04		14.84		0																																																																								N				Subpolar			3.16			no
N3S5-5-100_S98	AT38	190	5.5	Cast	9/13/17	10:55	52.647	-39.606	morning	15	Deep	100	103.265	1027.9422	1027.9434	34.6397	1469.25	1469.25		2.1199	4.3387	3.259891	3.260022	99.3718		-0.003	0.1127	5.5563006						52.1		1.6				18.4		0.6	0		1.02		8.57		15.16		0.07																																																																								N				Subpolar			3.16			no
N3S5-5-150_S99	AT38	191	5.5	Cast	9/13/17	10:55	52.647	-39.606	morning	13	Deep	150	151.19	1028.2637	1028.2649	34.747	1469.65	1469.65		2.0824	4.2113	3.25977	3.259925	99.4712		-0.0309	0.1163	5.581219						52.3		0.4				19.7		0.8	0	0	1.05	0.07	9.4	0.14	16.41	TRUE	0																																																																								N				Subpolar			3.16			no
N3S5-5-200_S100	AT38	192	5.5	Cast	9/13/17	10:55	52.647	-39.606	morning	11	Deep	200	203.969	1028.5456	1028.5472	34.7849	1470.27	1470.29		2.0696	4.1447	3.25922	3.259577	99.4956		-0.0277	0.1155	5.5862027						49.4		0.4				19.7		0.4	0		1.02		9.31		16.53		0																																																																								N				Subpolar			3.16			no
N3S5-5-300_S101	AT38	193	5.5	Cast	9/13/17	10:55	52.647	-39.606	morning	9	Deep	300	303.05	1029.061	1029.0624	34.8477	1471.74	1471.74		2.0462	4.0852	3.263983	3.264056	99.6622		-0.0112	0.1062	5.5413496						48.4		1.6				19.5		0.6	0		0.98		9.58		16.94		0																																																																								N				Subpolar			3.16			no
N3S6C7-Ml2_S126	AT38		6	ML	9/15/17	19:00	53.405	-39.509	afternoon	ML	Microlayer	0.1																						102.3	0.2		12		0.3				0.3		0.29		1.7		2.84		0.12																																																			17.2		1.17																			N				Subpolar			2.93	40.51066705	39	no
N3S6C10-Ml3_S135	AT38		6	ML	9/16/17	8:00	53.383	-39.585	morning	ML	Microlayer	0.1																						86.3	0.3		10.1		0				1.83		0.39		1.05		1.79		0																																																			21		1.32																			N				Subpolar			2.93	40.16050719	21	no
N3S6C4-5_S102	AT38	178	6	Cast	9/14/17	7:30	53.329	-39.512	morning	24	Deep	5	6.448	1026.3024	1026.3019	34.4388	1494.06	1494.06		2.4059	11.36	3.882075	3.882097	92.7262		3.5077	0.2174	5.5862027																														0.926	0.168	0.32	0.029	0.091	0.408	0.014	0.072	0.007	0.15	0.056	0.012	0.898		0.028	0.163	0.005	0.16	0.16	0.016	0.019	0.02	0.009	0.014	0.018	0.001	1.414	0.134	0.705	2.119	0.839	1.327	2.253	0.899	1.43	0.84	0.16	1.69	0.06	0.94	0.41																						34.71	22.5	1.31E-04	N				Subpolar			2.93		45	no
N3S6C4-25m_S152	AT38	179	6	Cast	9/14/17	7:30	53.329	-39.512	morning	19	Deep	25	26.341	1026.4144	1026.4121	34.4392	1494.01	1494		2.3931	11.2499	3.873062	3.872643	93.0524		3.5655	0.2346	5.5214149																									6.46	0.04				0.858	0.159	0.3	0.029	0.086	0.382	0.012	0.062	0.006	0.132	0.051	0.012	0.833		0.025	0.155	0.004	0.149	0.151	0.016	0.018	0.018	0.009	0.013	0.016	0.001	1.317	0.121	0.651	1.968	0.772	1.231	2.089	0.834	1.43	0.84	0.16	1.71	0.06	0.94	0.41									0	14800000	24000000	5330000													N				Subpolar			2.93		45	no
N3S6C4-50_S104	AT38	180	6	Cast	9/14/17	7:30	53.329	-39.512	morning	17	Deep	50	51.281	1027.2275	1027.2254	34.5854	1481.69	1481.71		2.2629	7.7108	3.557932	3.558299	98.1468		0.9342	0.1385	5.5563006																									6.55	0.07				0.423	0.037	0.166	0.012	0.027	0.14	0.011	0.017	0.001	0.115	0.059	0.004	0.418		0.005	0.037		0.069	0.097	0.003	0.004	0.003	0.004	0.008	0.002	0.003	0.626	0.045	0.341	0.967	0.386	0.589	1.012	0.393	1.39	0.88	0.12	1.62	0.04	0.96	0.42									0	14400000	23000000	5830000													N				Subpolar			2.93		45	no
N3S6C4-75_S105	AT38	181	6	Cast	9/14/17	7:30	53.329	-39.512	morning	15	Deep	75	77.98	1027.8397	1027.8396	34.6919	1469.9	1469.93		2.171	4.5883	3.284737	3.285623	99.4196		0.1499	0.1154	5.4915128																									6.68	0.03				0.067	0.002	0.026	0.002	0.006	0.017	0.004	0.003	0.002	0.015	0.012	0.001	0.065		0.002	0.002		0.013	0.013				0.001				0.095	0.012	0.05	0.145	0.062	0.09	0.157	0.057	1.34	0.81	0.19	1.53	0.08	0.92	0.43									0	1960000	2320000	460000													N				Subpolar			2.93		45	no
N3S6C4-100_S106	AT38	182	6	Cast	9/14/17	7:30	53.329	-39.512	morning	13	Deep	100	102.152	1028.0279	1028.0292	34.733	1468.72	1468.72		2.1492	4.1844	3.253981	3.254099	99.5488		0.0285	0.1135	5.5014801																									6.69	0.04				0.024		0.008	0.001	0.002	0.005	0.002	0.001		0.003	0.006	0.001	0.022		0.002			0.005	0.003								0.032	0.005	0.016	0.048	0.021	0.029	0.053	0.019	1.21	0.76	0.24	1.52	0.09	0.91	0.45									0	169000	185000	39100													N				Subpolar			2.93		45	no
N3S6C4-150_S107	AT38	183	6	Cast	9/14/17	7:30	53.329	-39.512	morning	11	Deep	150	152.192	1028.3243	1028.3257	34.8004	1469.19	1469.22		2.0987	4.0866	3.252629	3.253335	99.4603		-0.0356	0.1166	5.4815454																									6.52	0.02																																																					0	100000	79700	22900													N				Subpolar			2.93		45	no
N3S6C4-200_S108	AT38	184	6	Cast	9/14/17	7:30	53.329	-39.512	morning	9	Deep	200	202.585	1028.5887	1028.5899	34.8356	1469.99	1469.99		2.1035	4.0636	3.256494	3.256545	99.5336		-0.0342	0.1129	5.5263985																									6.58	0.03																																																																					N				Subpolar			2.93		45	no
N3S6C4-300_S109	AT38	185	6	Cast	9/14/17	7:30	53.329	-39.512	morning	7	Deep	300	304.256	1029.0949	1029.0963	34.8716	1471.43	1471.45		2.0649	4.0017	3.258219	3.258654	99.7241		-0.0249	0.1085	5.5762353																									6.6	0.03																																																																					N				Subpolar			2.93		45	no
N3S6C5-5_S110	AT38	170	6	Cast	9/14/17	15:33	53.36	-39.506	afternoon	24	Deep	5	7.559	1026.3013	1026.3016	34.4391	1494.18	1494.18		2.4124	11.3905	3.884999	3.885061	92.1595		3.6102	0.2282	5.6111211																											0.985983286	0.501184361	1.487167647	0.772	0.145	0.271	0.025	0.077	0.365	0.012	0.068	0.006	0.116	0.044	0.011	0.732		0.04	0.141	0.004	0.138	0.133	0.014	0.015	0.015	0.008		0.014	0.001	1.188	0.122	0.602	1.79	0.724	1.14	1.912	0.77	1.48	0.83	0.17	1.64	0.06	0.94	0.4																						34.71	21.5	1.25E-04	N				Subpolar			2.93		45	no
N3S6C5-25_S111	AT38	171	6	Cast	9/14/17	15:33	53.36	-39.506	afternoon	18	Deep	25	26.826	1026.3881	1026.3868	34.4352	1494.47	1494.47		2.4039	11.382	3.885122	3.884715	92.3457		3.679	0.2209	5.5862027						61.8		1.3				6.3		0.2	0.37		0.17		0.84		1.85		0				0.958870637	0.503305204	1.462175841	0.793	0.149	0.275	0.024	0.08	0.362	0.012	0.068	0.007	0.125	0.046	0.012	0.757		0.036	0.145	0.004	0.141	0.134	0.015	0.016	0.016	0.006	0.01	0.014	0.001	1.217	0.123	0.613	1.83	0.736	1.16	1.953	0.786	1.46	0.83	0.17	1.65	0.06	0.94	0.41	24.76	2	0.726	17.9		0.93			0	16300000	27800000	7850000													N				Subpolar			2.93		45	no
N3S6C5-50_S112	AT38	172	6	Cast	9/14/17	15:33	53.36	-39.506	afternoon	17	Deep	50	51.921	1027.3958	1027.3944	34.5981	1477.44	1477.48		2.2111	6.6072	3.457505	3.458527	98.2043		0.8333	0.1311	5.5612843						55.9		1				14.5		0.7	1.75	0.04	0.68	0.01	4.12	0.52	9.16	FALSE	0.21				0.542973169	0.25135679	0.794329959	0.438	0.037	0.168	0.012	0.032	0.132	0.014	0.017		0.114	0.058	0.003	0.433		0.005	0.037		0.071	0.097	0.001	0.004	0.002	0.004	0.008	0.001	0.003	0.643	0.046	0.336	0.979	0.382	0.587	1.025	0.39	1.34	0.88	0.12	1.68	0.04	0.96	0.43	4.75	2	0.118	9.82		0.79			0	15600000	27500000	7410000													N				Subpolar			2.93		45	no
N3S6C5-75_S113	AT38	173	6	Cast	9/14/17	15:33	53.36	-39.506	afternoon	16	Deep	75	76.012	1027.8644	1027.8657	34.7007	1468.87	1468.87		2.1563	4.3352	3.263512	3.263634	99.4581		0.0535	0.1075	5.5762353						51.7		1.2				19.5		0.2	0.18		0.9		6.67		14.37		0.04				0.061853521	0.05310047	0.114953991	0.043		0.016	0.002	0.004	0.012	0.003	0.002		0.007	0.01	0.001	0.043					0.009	0.007								0.059	0.008	0.033	0.092	0.041	0.057	0.1	0.037	1.33	0.8	0.2	1.44	0.08	0.92	0.43	0.79	2	0.00842	5.04		0.19			0	1880000	2130000	473000													N				Subpolar			2.93		45	no
N3S6C5-100_S114	AT38	174	6	Cast	9/14/17	15:33	53.36	-39.506	afternoon	15	Deep	100	101.56	1028.0375	1028.0388	34.7429	1468.56	1468.55		2.1485	4.1436	3.251377	3.251267	99.4777		0.008	0.112	5.5762353						51.9		1.9				17.9		0.5	0.16		0.94		7.22		14.88		0				0.018097162	0.069194662	0.087291824	0.012		0.004		0.001	0.002	0.001	0.001		0.002	0.004		0.012					0.003	0.001					0.003			0.016	0.002	0.009	0.025	0.011	0.015	0.027	0.01	1.25	0.82	0.18	1.45	0.07	0.93	0.44	0.49	2	0.0272	3.51		0.2			0	129000	118000	35000													N				Subpolar			2.93		45	no
N3S6C5-150_S115	AT38	175	6	Cast	9/14/17	15:33	53.36	-39.506	afternoon	14	Deep	150	151.964	1028.3264	1028.3273	34.7918	1468.84	1468.84		2.1283	3.9996	3.244765	3.24483	99.3995		-0.0162	0.1161	5.5164312						49.2		0.9				19.1		0.6	0.13	0.07	1.01	0.04	7.43	0.07	15.21	TRUE	0				0.010394352	0.075207953	0.085602305																																										0.46	2	0.121	3.05		0.15			0	66200	60200	0													N				Subpolar			2.93		45	no
N3S6C5-200_S116	AT38	176	6	Cast	9/14/17	15:33	53.36	-39.506	afternoon	13	Deep	200	201.639	1028.589	1028.5902	34.8345	1469.76	1469.77		2.0918	4.0136	3.251829	3.251945	99.5461		-0.031	0.1141	5.4915128						49.5		0.9				19.5		0.9	0.26		0.93		7.75		15.39		0				0.006287676	0.069818702	0.076106378																																										0.39	2	0.0289	3.97		0.22																			N				Subpolar			2.93		45	no
N3S6C5-300_S117	AT38	177	6	Cast	9/14/17	15:33	53.36	-39.506	afternoon	12	Deep	300	302.835	1029.0885	1029.0894	34.8884	1471.94	1471.95		2.0289	4.1225	3.270639	3.270816	99.7838		-0.0247	0.0977	5.5214149						47.2		1.1				18.7		0.1	0.13	0.08	0.97	0.04	8.19	0.18	15.35	TRUE	0	0																																															0.13	2	0.0432	2.76		0.2																			N				Subpolar			2.93		45	no
N3S6C10-Ml5_S136	AT38		6	ML	9/16/17	17:00	53.384	-39.591	afternoon	ML	Microlayer	0.1																						71.2	0.5		7.5		0.6				0.5		0.25		0.77		1.76		0.04																																																3.3	2	0.503	20.2		1.19																			N				Subpolar			2.93	40.16050719	21	no
N3S6C10-Ml6_S137	AT38		6	ML	9/17/17	6:00	53.39	-39.608	morning	ML	Microlayer	0.1																						163.8	3.2		26.9		0.5																																																												8.41	2	0.321																						N				Subpolar			2.93	41.69679682	7	no
N3S6C7-5_S118	AT38	162	6	Cast	9/15/17	15:20	53.401	-39.486	afternoon	24	Deep	5	5.682	1026.3122	1026.313	34.4528	1493.99	1493.99		2.4078	11.3406	3.881605	3.881641	92.5655		2.5903	0.2112	5.5612843																											0.80189147	0.398460184	1.200351654	0.716	0.134	0.245	0.023	0.078	0.329	0.015	0.101	0.01	0.098	0.03	0.012	0.687		0.029	0.131	0.003	0.122	0.123	0.02	0.013	0.016	0.005	0.008	0.01		1.095	0.161	0.535	1.63	0.696	1.075	1.791	0.696	1.5	0.77	0.23	1.57	0.09	0.91	0.4																						36.7	5.5	1.25E-04	N				Subpolar			2.93	40.51066705	39	no
N3S6C7-25_S119	AT38	163	6	Cast	9/15/17	15:20	53.401	-39.486	afternoon	17	Deep	22	23.335	1026.4088	1026.4086	34.4516	1493.96	1493.96		2.397	11.2472	3.873473	3.873495	93.0616		3.8193	0.2169	5.5313822						62.4		1.2				7.6		0.3													1.002884371	0.495549697	1.498434068	0.833	0.146	0.3	0.026	0.089	0.402	0.013	0.053	0.006	0.124	0.049	0.012	0.802		0.031	0.141	0.005	0.155	0.145	0.016	0.016	0.016	0.007	0.01	0.012	0.001	1.279	0.11	0.664	1.943	0.774	1.22	2.053	0.835	1.46	0.86	0.14	1.65	0.05	0.95	0.41	23.78	2	0.564	15.8		1.06			0	8410000	22100000	3960000													N				Subpolar			2.93	40.51066705	39	no
N3S6C7-50_S120	AT38	164	6	Cast	9/15/17	15:20	53.401	-39.486	afternoon	13	Deep	50	51.315	1027.5358	1027.5354	34.5955	1472.97	1472.98		2.1545	5.4755	3.355578	3.355774	98.8991		0.3904	0.121	5.5214149						55.2		1.5				16.7		0.7													0.254421713	0.126445684	0.380867398	0.199	0.009	0.08	0.006	0.018	0.061	0.009	0.007		0.055	0.015	0.002	0.196		0.003	0.009		0.034	0.046				0.002	0.005		0.001	0.288	0.024	0.149	0.437	0.173	0.262	0.461	0.169	1.32	0.86	0.14	1.66	0.05	0.95	0.43	3.41	2	0.12	5.02		0.3			0	5790000	21400000	4630000													N				Subpolar			2.93	40.51066705	39	no
N3S6C7-75_S121	AT38	165	6	Cast	9/15/17	15:20	53.401	-39.486	afternoon	11	Deep	75	75.975	1027.8279	1027.8283	34.6494	1468.65	1468.67		2.1584	4.3029	3.255972	3.256404	99.3789		0.0883	0.1114	5.5214149						50.8		1				18.2		0.9	0		0.92		8.26		13.98		0				0.052701725	0.055765834	0.108467559	0.05		0.019	0.002	0.005	0.018	0.004	0.002		0.007	0.008	0.001	0.049		0.001			0.01	0.009								0.069	0.009	0.038	0.107	0.047	0.066	0.116	0.043	1.32	0.81	0.19	1.47	0.08	0.92	0.43	0.81	2	0.162	4.09		0.27			0	413000	725000	197000													N				Subpolar			2.93	40.51066705	39	no
N3S6C7-100_S122	AT38	166	6	Cast	9/15/17	15:20	53.401	-39.486	afternoon	10	Deep	100	101.559	1028.0143	1028.0158	34.7186	1468.66	1468.66		2.1066	4.1782	3.25216	3.252309	99.488		-2.00E-04	0.118	5.581219																											0.013416861	0.062829875	0.076246736	0.011		0.004	0.001	0.001	0.002	0.001	0.001		0.002	0.003		0.011					0.003	0.001								0.015	0.003	0.008	0.023	0.011	0.015	0.026	0.009	1.36	0.73	0.27	1.36	0.12	0.88	0.42									0	118000	122000	40600													N				Subpolar			2.93	40.51066705	39	no
N3S6C7-150_S123	AT38	167	6	Cast	9/15/17	15:20	53.401	-39.486	afternoon	5	Deep	150	152.261	1028.3149	1028.3164	34.797	1469.47	1469.47		2.083	4.1497	3.258361	3.258688	99.5379		-0.0263	0.1062	5.6808926						50.5		0.7				20		0.8	0		0.99		9.42		14.84		0				0.007559529	0.049628566	0.057188094																																										0.37	2	0.115																						N				Subpolar			2.93	40.51066705	39	no
N3S6C7-200_S124	AT38	168	6	Cast	9/15/17	15:20	53.401	-39.486	afternoon	4	Deep	200	201.168	1028.5795	1028.5802	34.8552	1470.69	1470.69		2.0366	4.2322	3.273009	3.273219	99.7605		-0.017	0.1032	5.6559742						48.7		0.8				19.4		0.4	0		0.98		9.87		15.05		0				0.005344525	0.042401458	0.047745983																																										0.16	3	0.1																						N				Subpolar			2.93	40.51066705	39	no
N3S6C7-300_S125	AT38	169	6	Cast	9/15/17	15:20	53.401	-39.486	afternoon	3	Deep	300	303.511	1029.0954	1029.0965	34.8924	1471.94	1471.93		2.0303	4.1155	3.270569	3.270562	99.7985		-0.0378	0.1069	5.5862027						50.1		0.8				19.6		1	0		1.02	0.03	9.96	0.16	15.3	TRUE	0																																																0.08	3	0.0334																						N				Subpolar			2.93	40.51066705	39	no
N3S6C10-5_S127	AT38	154	6	Cast	9/16/17	7:26	53.385	-39.584	morning	24	Deep	5	4.799	1026.2879	1026.2879	34.4413	1494.19	1494.2		2.3967	11.4067	3.886629	3.886681	92.7289		3.6812	0.2167	5.8104682																														0.822	0.182	0.28	0.027	0.078	0.358	0.012	0.06	0.005	0.129	0.055	0.012	0.775		0.047	0.176	0.006	0.141	0.139	0.023	0.02	0.022	0.007	0.014	0.015	0.001	1.284	0.116	0.62	1.904	0.736	1.198	2.02	0.826	1.46	0.84	0.16	1.74	0.06	0.94	0.41													20304	13370	6978	9	9	12	256	288	227	35.7	28.5	1.30E-04	N				Subpolar			2.93	40.16050719	21	no
N3S6C10-25_S128	AT38	155	6	Cast	9/16/17	7:26	53.385	-39.584	morning	19	Deep	25	26.434	1026.3911	1026.3884	34.4398	1494.42	1494.47		2.3925	11.383	3.884091	3.885257	93.0149		3.6245	0.2102	5.735713						60.9		1.3				6.9		0.1	0		0.21		0.96		1.91		0.04		6.41	0.08				0.809	0.16	0.285	0.026	0.084	0.358	0.013	0.053	0.006	0.135	0.045	0.011	0.761		0.048	0.154	0.006	0.143	0.142	0.017	0.017	0.018	0.007	0.013	0.015	0.001	1.254	0.109	0.622	1.876	0.731	1.176	1.985	0.806	1.45	0.85	0.15	1.72	0.05	0.95	0.41	23.97	2	1.05	18.8		1.12			0	11700000	23800000	5560000													N				Subpolar			2.93	40.16050719	21	no
N3S6C10-50_S129	AT38	156	6	Cast	9/16/17	7:26	53.385	-39.584	morning	17	Deep	50	51.519	1027.4956	1027.5047	34.6262	1475.32	1474.81		2.2102	5.9219	3.411021	3.398788	98.7292		0.6299	0.1249	5.6659415						54.3		1.3				16.2		0.1	1.56	0.04	0.75	0.06	4.96	0.04	10.78	TRUE	0.3		6.54	0.1				0.269	0.014	0.107	0.008	0.02	0.079	0.01	0.011		0.074	0.037	0.003	0.265		0.004	0.014		0.045	0.062	0.001	0.002	0.002	0.002	0.007	0.001	0.001	0.39	0.032	0.21	0.6	0.242	0.363	0.632	0.237	1.35	0.87	0.13	1.61	0.05	0.95	0.43	4.46	2	0.147	14.8		0.72			0	11600000	23300000	5250000													N				Subpolar			2.93	40.16050719	21	no
N3S6C10-75_S130	AT38	157	6	Cast	9/16/17	7:26	53.385	-39.584	morning	15	Deep	75	76.264	1027.8427	1027.8433	34.69	1469.41	1469.42		2.1621	4.4707	3.274552	3.274855	99.4456		0.0806	0.1108	5.6509905						50.9		0.8				19.3		0.1	0		1.01		7.8		15.69		0		6.59	0.03				0.05		0.019	0.002	0.004	0.013	0.003	0.002		0.009	0.011	0.001	0.048		0.002			0.01	0.009				0.001	0.003			0.069	0.008	0.037	0.106	0.045	0.064	0.114	0.041	1.28	0.82	0.18	1.53	0.07	0.93	0.44	0.94	2	0.00891	5.51		0.28			0	1150000	1290000	231000													N				Subpolar			2.93	40.16050719	21	no
N3S6C10-100_S131	AT38	158	6	Cast	9/16/17	7:26	53.385	-39.584	morning	13	Deep	100	101.115	1028.0341	1028.0353	34.7532	1468.92	1468.92		2.1238	4.2319	3.259893	3.260001	99.5016		0.0135	0.1089	5.6410232						50.6		1.3				19		0.5	0		1.05		8.84		16.48		0		6.55	0.07				0.015		0.006	0.001	0.001	0.002	0.001	0.001		0.002	0.006	0.001	0.015					0.004	0.002					0.005			0.021	0.004	0.011	0.032	0.015	0.021	0.036	0.013	1.4	0.73	0.27	1.4	0.11	0.89	0.42	0.59	2	0.0176	4		0.31			0	98800	102000	26900													N				Subpolar			2.93	40.16050719	21	no
N3S6C10-150_S132	AT38	159	6	Cast	9/16/17	7:26	53.385	-39.584	morning	11	Deep	150	151.756	1028.322	1028.3232	34.7969	1469.12	1469.11		2.1162	4.0651	3.251046	3.251101	99.4364		-0.0378	0.1122	5.581219						49.3		1				19.7		0.7	0		1.12		8.83		16.64		0.04		6.69	0.11																																													0.38	2	0.00958	4.16		0.31																			N				Subpolar			2.93	40.16050719	21	no
N3S6C10-200_S133	AT38	160	6	Cast	9/16/17	7:26	53.385	-39.584	morning	9	Deep	200	202.013	1028.583	1028.5835	34.8235	1469.74	1469.74		2.1028	4.0105	3.25064	3.250752	99.4608		-0.0024	0.1138	5.581219						49.7		1.9				18.8		0.8	0		1.07		8.98		16.56		0		6.55	0.03																																																																					N				Subpolar			2.93	40.16050719	21	no
N3S6C10-300_S134	AT38	161	6	Cast	9/16/17	7:26	53.385	-39.584	morning	7	Deep	300	303.46	1029.0908	1029.0918	34.8718	1471.47	1471.47		2.053	4.01	3.259308	3.259378	99.7035		-0.0285	0.1043	5.5862027						47.8		0.4				19.9		0.2	0		1.03		9.44		16.96		0.01		6.48	0.03																																													0.19	2	0.0472																						N				Subpolar			2.93	40.16050719	21	no
