	Domain	Phylum	Class	Order	Family	Genus
N27374	Bacteria	Parcubacteria				
N27375	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27376	Bacteria	Proteobacteria	Deltaproteobacteria			
N27377	Bacteria	Acidobacteria	Acidobacteria	Acidobacteria_s6		
N27378	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27379	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N27380	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27381	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales		
N27382	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
N27383	Bacteria	Proteobacteria	Deltaproteobacteria			
N27384	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	ZD0417_marine_group
N27385	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27386	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27387	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27388	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	
N27389	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
N27390	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27391	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N27392	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ic	
N27393	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum
N27394	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIb
N27395	Bacteria	Planctomycetes	OM190	OM190	OM190	
N27396	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix
N27397	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Salinimonas
N27398	Bacteria	Proteobacteria	Gammaproteobacteria			
N27399	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	
N27400	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27401	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	
N27402	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Neptuniibacter
N27403	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Lentimonas
N27404	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27405	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N27406	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Marixanthomonas
N27407	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea
N27408	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	Candidatus_Puniceispirillum
N27409	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AT-s3-44	
N27410	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halotalea
N27411	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade		
N27412	Bacteria	Proteobacteria	Alphaproteobacteria			
N27413	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	I_basal
N27414	Bacteria	Bacteroidetes	Bacteroidetes_BD2-2	Bacteroidetes_BD2-2	Bacteroidetes_BD2-2	
N27415	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea
N27416	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
N27417	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	
N27418	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	
N27419	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
N27420	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	
N27422	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	
N27423	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	MWH-UniP1_aquatic_group
N27424	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_IV	
N27425	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27426	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	
N27427	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	Candidatus_Endoecteinascidia
N27428	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	
N27429	Bacteria	Bacteroidetes				
N27430	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		
N27431	Bacteria					
N27432	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
N27433	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa_basal
N27434	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIb
N27435	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27436	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	
N27437	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N27438	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N27439	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ic.1
N27440	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ic.1
N27441	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27442	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	
N27443	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N27444	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29		
N27445	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27446	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	
N27447	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27448	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N27449	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade3	SAR202_clade3	
N27450	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula
N27451	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	
N27452	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ic	
N27453	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade	SAR202_clade	
N27454	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27455	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N27456	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	II
N27457	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIb
N27458	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N27459	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halotalea
N27460	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27461	Bacteria	Planctomycetes	OM190	OM190	OM190	
N27462	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	
N27463	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N27464	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter
N27465	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
N27466	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Lewinella
N27467	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola
N27468	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N27469	Bacteria	Bacteroidetes				
N27470	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	
N27471	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	
N27472	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter
N27473	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N27475	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N27476	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	
N27477	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27478	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	
N27479	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	I_basal
N27480	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27481	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Cobetia
N27482	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N27483	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.B
N27484	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27485	Bacteria	Fibrobacteres	Fibrobacteria	possible_order_07		
N27486	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	
N27487	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter
N27489	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N27490	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N27491	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1_clade	Candidatus_Actinomarina
N27492	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
N27493	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27494	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N27495	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	Verrucomicrobia:Arctic97B-4	Arctic97B-4_marine_group	
N27496	Bacteria	Proteobacteria	Gammaproteobacteria			
N27498	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa
N27499	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales		
N27500	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14		
N27501	Bacteria	Proteobacteria	Gammaproteobacteria			
N27502	Bacteria	Proteobacteria	Betaproteobacteria			
N27503	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIb
N27504	Bacteria	Proteobacteria	SPOTSOCT00m83			
N27505	Bacteria	Proteobacteria	Alphaproteobacteria			
N27506	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N27507	Bacteria					
N27508	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27509	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
N27510	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
N27511	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27512	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
N27513	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27514	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N27515	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29		
N27516	Bacteria	Acidobacteria	Acidobacteria	Acidobacteria_s6		
N27517	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichales_Incertae_Sedis	Candidatus_Endoecteinascidia
N27518	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	
N27519	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29		
N27520	Bacteria	Gracilibacteria				
N27521	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N27522	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27523	Bacteria	Acidobacteria	Acidobacteria	Acidobacteria_s6		
N27524	Bacteria	Verrucomicrobia				
N27525	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula
N27526	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N27527	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	IIa.B
N27528	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N27529	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1_clade	Candidatus_Actinomarina
N27530	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	OM43_clade
N27531	Bacteria	Bacteroidetes				
N27532	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Candidatus_Paenicardinium
N27533	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27534	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
N27535	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halotalea
N27536	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N27537	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
N27538	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	OM43_clade
N27540	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14		
N27541	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula
N27542	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27543	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
N27544	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales		
N27545	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	I	Ia.4
N27546	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27547	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade1	SAR202_clade1	
N27548	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	
N27549	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	
N27550	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N27551	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	
N27552	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N27553	Bacteria	Lentisphaerae	R76-B128			
N27554	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Agaribacter
N27555	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N27556	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N27557	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Grimontia
N27558	Bacteria	Verrucomicrobia	Opitutae	Opitutae	Opitutae	
N27559	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14		
N27560	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oleibacter
N27561	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	Verrucomicrobia:Arctic97B-4	Arctic97B-4_marine_group	
N27562	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
N27563	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	
N27564	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N27565	Bacteria	Proteobacteria	Betaproteobacteria			
N27566	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	
N27567	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27568	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	
N27569	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	
N27570	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27571	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N27572	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27573	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27574	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27575	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
N27576	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade3	SAR202_clade3	
N27577	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N27578	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27579	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ic	
N27580	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N27581	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pseudofulvibacter
N27582	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27583	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	T9d	
N27584	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group		
N27585	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	
N27586	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N27587	Bacteria	Proteobacteria	Gammaproteobacteria			
N27588	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales		
N27589	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	
N27590	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N27591	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oleibacter
N27592	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Rubidimonas
N27593	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27595	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquibacter
N27596	Bacteria	Verrucomicrobia	Opitutae	Verrucomicrobia:MB11C04		
N27597	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
N27598	Bacteria	Proteobacteria	Betaproteobacteria			
N27599	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum
N27600	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	OM43_clade
N27601	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27602	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27603	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27604	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	
N27605	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
N27606	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27607	Bacteria	Actinobacteria	Actinobacteria			
N27608	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AT-s3-44	
N27609	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	
N27610	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter
N27611	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	WCHB1-69	
N27612	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
N27613	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27614	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina
N27615	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116_clade		
N27616	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	
N27617	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)	
N27618	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	MWH-UniP1_aquatic_group
N27619	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	
N27620	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	
N27621	Bacteria	Hydrogenedentes				
N27622	Bacteria					
N27623	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Coraliomargarita
N27624	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N27625	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27626	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27627	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	
N27628	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27629	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax
N27630	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	
N27631	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mesonia
N27632	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N27633	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	II
N27634	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	II
N27635	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27636	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
N27637	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
N27638	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Aureispira
N27639	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	
N27640	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27641	Bacteria	Planctomycetes				
N27642	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N27643	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	
N27644	Bacteria	Proteobacteria	JTB23			
N27645	Bacteria	Planctomycetes	Phycisphaerae	SHA-43		
N27646	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade2	SAR202_clade2	
N27647	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	
N27648	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27649	Bacteria	Acidobacteria	Acidobacteria	Acidobacteria_s6		
N27650	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AT-s3-44	
N27651	Bacteria	SAR406_clade	SAR406_clade	SAR406_clade	SAR406_clade	
N27652	Bacteria	Chloroflexi				
N27653	Bacteria	Proteobacteria	Alphaproteobacteria			
N27654	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	clade N2	
N27655	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group
N27656	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	II	II
N27657	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	
